Store_ID,Order_ID,Bill_ID,Customer_ID,Customer_Name,Gender,City,Product_ID,Product_Name,Product_Category,Clothing_Category,Quantity,Price_LKR,Total_Amount_LKR,Date,Time,Payment_Method
7,ORD06690,BILL06690,CUST2404,Lalith Gunawardena,Male,Kalutara,m-2003,Shorts,Men,Bottoms,5,1061,5305,2024-02-23,04:00:33,Debit Card
4,ORD10740,BILL10740,CUST3868,Sanduni Bandara,Female,Gampaha,w-3003,Saree,Women,Dresses_and_Sarees,3,1561,4683,2022-11-10,21:21:09,Cash
10,ORD23703,BILL23703,CUST8466,Nadeesha Rajapakse,Female,Kalutara,k-2001,Shorts,Kids,Bottoms,5,1747,8735,2023-07-20,14:01:36,Debit Card
9,ORD11072,BILL11072,CUST3980,Sarath Perera,Male,Polonnaruwa,m-2004,Trousers,Men,Bottoms,4,1740,6960,2024-08-29,02:44:36,Credit Card
9,ORD06535,BILL06535,CUST2350,Nisha Silva,Female,Colombo,w-3003,Saree,Women,Dresses_and_Sarees,3,2979,8937,2023-03-11,14:11:24,Credit Card
2,ORD07008,BILL07008,CUST2518,Bandara Bandara,Male,Galle,k-2001,Shorts,Kids,Bottoms,1,3147,3147,2023-05-25,16:00:47,Cash
4,ORD05408,BILL05408,CUST1942,Sanduni Silva,Female,Kalutara,k-3001,Dress,Kids,Dresses_and_Sarees,2,1075,2150,2022-02-09,10:13:56,Credit Card
10,ORD12314,BILL12314,CUST4402,Piumi Ranasinghe,Female,Galle,w-3002,Dress,Women,Dresses_and_Sarees,1,4815,4815,2025-02-02,16:48:39,Cash
10,ORD01104,BILL01104,CUST0401,Amal Bandara,Male,Gampaha,m-1002,Shirt,Men,Tops,4,4632,18528,2022-01-23,12:22:32,Credit Card
6,ORD27368,BILL27368,CUST9772,Lalith Fernando,Male,Anuradhapura,m-2003,Shorts,Men,Bottoms,5,4591,22955,2024-09-02,03:03:16,Debit Card
5,ORD10498,BILL10498,CUST3779,Tharindu Bandara,Female,Ratnapura,w-1004,Blouse,Women,,3,4194,12582,2023-05-17,17:59:27,Debit Card
3,ORD07446,BILL07446,CUST2686,Sanduni Jayasinghe,Female,Colombo,k-3001,Dress,Kids,Dresses_and_Sarees,5,4233,21165,2023-06-20,20:20:43,Cash
3,ORD10873,BILL10873,CUST3918,Ayesha Gunawardena,Female,Polonnaruwa,w-1005,Kurta,Women,Tops,5,4881,24405,2023-05-10,16:36:02,Credit Card
3,ORD06259,BILL06259,CUST2251,Sarath Gunawardena,Male,Matara,m-2002,Jeans,Men,,5,2050,10250,2023-08-28,06:21:01,Credit Card
1,ORD21754,BILL21754,CUST7762,Dilani Perera,Female,Jaffna,k-1001,T-shirt,Kids,Tops,1,3549,3549,2022-02-13,12:24:43,Credit Card
2,ORD07827,BILL07827,CUST2817,Nadeesha Silva,Female,Ratnapura,k-3001,Dress,Kids,Dresses_and_Sarees,5,3970,19850,2023-05-07,02:32:12,Cash
9,ORD13826,BILL13826,CUST4957,Piumi Fernando,Female,Anuradhapura,w-3002,Dress,Women,Dresses_and_Sarees,3,2996,8988,2023-04-04,05:03:23,Debit Card
6,ORD24622,BILL24622,CUST8795,Lalith Rajapakse,Male,Negombo,m-2003,Shorts,Men,Bottoms,4,4157,16628,2023-01-23,13:43:32,Credit Card
2,ORD16127,BILL16127,CUST5770,Sanduni Silva,Female,Gampaha,w-1005,Kurta,Women,Tops,4,3547,14188,2023-08-25,10:22:37,Cash
2,ORD24585,BILL24585,CUST8780,Sarath Perera,Male,Kalutara,m-2003,Shorts,Men,Bottoms,1,1943,1943,2023-04-23,06:17:58,Credit Card
10,ORD05145,BILL05145,CUST1854,Bandara Rajapakse,Male,Anuradhapura,m-2003,Shorts,Men,Bottoms,4,3125,12500,2023-07-10,05:58:00,Credit Card
9,ORD08811,BILL08811,CUST3178,Saman Jayasinghe,Male,Gampaha,k-3001,Dress,Kids,Dresses_and_Sarees,4,749,2996,2024-03-15,15:34:54,Cash
3,ORD13182,BILL13182,CUST4716,Dilani Rajapakse,Female,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,4,1275,5100,2022-06-29,01:29:16,Debit Card
10,ORD10918,BILL10918,CUST3930,Kamal Rajapakse,Male,Negombo,m-2002,Jeans,Men,,4,4016,16064,2025-03-18,09:57:17,Cash
7,ORD14460,BILL14460,CUST5164,Lalith Rajapakse,Male,Negombo,m-2002,Jeans,Men,,2,3050,6100,2023-05-16,11:54:26,Cash
1,ORD01338,BILL01338,CUST0485,Nadeesha Gunawardena,Female,Jaffna,w-2006,Skirt,Women,Bottoms,4,3249,12996,2023-01-27,06:06:51,Credit Card
9,ORD24786,BILL24786,CUST8857,Sanduni Jayasinghe,Female,Galle,k-1001,T-shirt,Kids,Tops,1,3586,3586,2023-05-17,12:26:58,Cash
7,ORD27424,BILL27424,CUST9793,Sarath Gunawardena,Male,Anuradhapura,k-1001,T-shirt,Kids,Tops,4,4186,16744,2022-06-10,06:11:29,Debit Card
5,ORD10736,BILL10736,CUST3867,Nisha Perera,Female,Matara,k-1001,T-shirt,Kids,Tops,1,628,628,2022-12-29,01:14:31,Debit Card
7,ORD06718,BILL06718,CUST2413,Amal Jayasinghe,Male,Matara,k-2001,Shorts,Kids,Bottoms,3,3602,10806,2023-03-09,12:42:52,Debit Card
5,ORD10837,BILL10837,CUST3904,Amal Gunawardena,Male,Galle,k-1001,T-shirt,Kids,Tops,2,581,1162,2024-11-15,09:07:03,Debit Card
3,ORD11678,BILL11678,CUST4185,Saman Rajapakse,Male,Galle,k-3001,Dress,Kids,Dresses_and_Sarees,5,993,4965,2023-05-18,14:41:32,Cash
5,ORD24375,BILL24375,CUST8709,Sanduni Jayasinghe,Female,Kurunegala,k-1001,T-shirt,Kids,Tops,1,3953,3953,2024-09-19,03:03:24,Cash
1,ORD12140,BILL12140,CUST4340,Tharindu Rajapakse,Female,Kurunegala,w-3003,Saree,Women,Dresses_and_Sarees,5,2362,11810,2025-01-13,07:58:02,Debit Card
4,ORD00429,BILL00429,CUST0162,Lalith Jayasinghe,Male,Ratnapura,m-2004,Trousers,Men,Bottoms,1,4634,4634,2024-10-24,18:10:46,Credit Card
8,ORD18959,BILL18959,CUST6767,Saman Ranasinghe,Male,Matara,m-2004,Trousers,Men,Bottoms,5,2822,14110,2023-12-29,01:12:33,Credit Card
7,ORD17968,BILL17968,CUST6421,Tharindu Gunawardena,Female,Kurunegala,w-2006,Skirt,Women,Bottoms,5,1158,5790,2023-10-20,02:35:32,Credit Card
1,ORD12015,BILL12015,CUST4302,Saman Silva,Male,Galle,m-4001,Jacket,Men,Outerwear,1,3270,3270,2024-10-28,22:29:55,Debit Card
2,ORD20999,BILL20999,CUST7493,Nimal Bandara,Male,Polonnaruwa,k-2001,Shorts,Kids,Bottoms,5,913,4565,2024-04-08,18:40:24,Credit Card
6,ORD03395,BILL03395,CUST1204,Saman Fernando,Male,Jaffna,m-4001,Jacket,Men,Outerwear,2,769,1538,2022-07-09,03:49:31,Credit Card
7,ORD26308,BILL26308,CUST9402,Nadeesha Bandara,Female,Colombo,w-2005,Leggings,Women,Bottoms,4,2654,10616,2024-12-15,00:04:29,Credit Card
1,ORD20542,BILL20542,CUST7320,Saman Rajapakse,Male,Ratnapura,k-2001,Shorts,Kids,Bottoms,3,3938,11814,2023-10-20,22:01:18,Credit Card
8,ORD06746,BILL06746,CUST2420,Nimal Silva,Male,Ratnapura,k-2001,Shorts,Kids,Bottoms,1,2809,2809,2023-02-14,13:38:14,Credit Card
4,ORD20454,BILL20454,CUST7289,Bandara Fernando,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,1,3925,3925,2023-12-15,08:35:01,Credit Card
8,ORD25276,BILL25276,CUST9025,Amal Ranasinghe,Male,Galle,m-2003,Shorts,Men,Bottoms,2,2072,4144,2024-04-13,13:28:48,Credit Card
4,ORD09513,BILL09513,CUST3420,Bandara Bandara,Male,Matara,m-2003,Shorts,Men,Bottoms,5,2093,10465,2024-05-20,23:37:33,Debit Card
8,ORD02885,BILL02885,CUST1015,Amal Bandara,Male,Ratnapura,m-1003,T-shirt,Men,Tops,5,2327,11635,2023-02-08,04:18:28,Debit Card
8,ORD11032,BILL11032,CUST3966,Kamal Fernando,Male,Galle,k-3001,Dress,Kids,Dresses_and_Sarees,2,753,1506,2025-05-05,12:22:21,Debit Card
2,ORD25657,BILL25657,CUST9162,Sarath Gunawardena,Male,Kandy,k-1001,T-shirt,Kids,Tops,2,2226,4452,2023-05-10,14:41:47,Cash
1,ORD23338,BILL23338,CUST8328,Ayesha Jayasinghe,Female,Kurunegala,w-2006,Skirt,Women,Bottoms,2,2827,5654,2022-03-12,00:01:07,Cash
9,ORD07543,BILL07543,CUST2717,Ranjith Rajapakse,Male,Polonnaruwa,m-2002,Jeans,Men,,5,1854,9270,2024-03-09,20:15:05,Credit Card
3,ORD26628,BILL26628,CUST9510,Saman Rajapakse,Male,Polonnaruwa,k-1001,T-shirt,Kids,Tops,4,4651,18604,2022-05-21,23:56:29,Debit Card
7,ORD18393,BILL18393,CUST6565,Kamal Bandara,Male,Kandy,k-3001,Dress,Kids,Dresses_and_Sarees,2,509,1018,2022-08-22,05:25:33,Debit Card
4,ORD19181,BILL19181,CUST6842,Saman Rajapakse,Male,Negombo,k-2001,Shorts,Kids,Bottoms,4,1126,4504,2022-11-29,05:25:00,Credit Card
2,ORD07202,BILL07202,CUST2586,Sanduni Gunawardena,Female,Colombo,k-3001,Dress,Kids,Dresses_and_Sarees,3,3973,11919,2022-02-26,04:00:26,Credit Card
2,ORD08006,BILL08006,CUST2883,Nadeesha Rajapakse,Female,Kalutara,k-2001,Shorts,Kids,Bottoms,1,878,878,2023-12-08,10:25:39,Cash
9,ORD22777,BILL22777,CUST8132,Piumi Ranasinghe,Female,Ratnapura,k-3001,Dress,Kids,Dresses_and_Sarees,3,3732,11196,2025-07-04,19:22:36,Credit Card
4,ORD20268,BILL20268,CUST7225,Sanduni Fernando,Female,Gampaha,k-3001,Dress,Kids,Dresses_and_Sarees,2,3508,7016,2022-10-22,00:26:03,Cash
6,ORD14705,BILL14705,CUST5253,Lalith Silva,Male,Jaffna,m-1003,T-shirt,Men,Tops,5,3235,16175,2022-08-11,21:04:35,Credit Card
9,ORD25601,BILL25601,CUST9146,Piumi Ranasinghe,Female,Matara,k-1001,T-shirt,Kids,Tops,5,2264,11320,2023-12-15,17:29:49,Debit Card
4,ORD13036,BILL13036,CUST4664,Kamal Perera,Male,Galle,m-1002,Shirt,Men,Tops,3,2431,7293,2022-09-26,00:52:57,Credit Card
2,ORD21083,BILL21083,CUST7522,Piumi Perera,Female,Polonnaruwa,k-1001,T-shirt,Kids,Tops,4,1219,4876,2023-06-26,05:19:26,Credit Card
7,ORD17920,BILL17920,CUST6405,Piumi Fernando,Female,Ratnapura,k-1001,T-shirt,Kids,Tops,1,1669,1669,2025-07-31,22:15:33,Debit Card
1,ORD01093,BILL01093,CUST0398,Nadeesha Bandara,Female,Ratnapura,w-3002,Dress,Women,Dresses_and_Sarees,5,623,3115,2023-08-15,17:19:07,Credit Card
1,ORD24248,BILL24248,CUST8663,Lakshmi Gunawardena,Female,Matara,w-3003,Saree,Women,Dresses_and_Sarees,2,2148,4296,2022-03-06,14:03:27,Cash
9,ORD19344,BILL19344,CUST6904,Nisha Perera,Female,Kandy,k-1001,T-shirt,Kids,Tops,1,4940,4940,2022-12-14,12:04:39,Cash
5,ORD26684,BILL26684,CUST9531,Saman Rajapakse,Male,Galle,m-1003,T-shirt,Men,Tops,4,3951,15804,2023-02-21,10:24:01,Cash
5,ORD27356,BILL27356,CUST9767,Amal Bandara,Male,Ratnapura,m-2003,Shorts,Men,Bottoms,5,4342,21710,2024-03-10,04:29:09,Cash
5,ORD09243,BILL09243,CUST3328,Piumi Rajapakse,Female,Colombo,w-2006,Skirt,Women,Bottoms,5,2090,10450,2023-08-25,12:39:37,Credit Card
4,ORD15534,BILL15534,CUST5545,Sanduni Bandara,Female,Polonnaruwa,k-2001,Shorts,Kids,Bottoms,1,1197,1197,2022-04-17,14:03:37,Debit Card
9,ORD04481,BILL04481,CUST1612,Ranjith Rajapakse,Male,Gampaha,k-3001,Dress,Kids,Dresses_and_Sarees,3,2481,7443,2024-10-30,18:34:46,Debit Card
8,ORD04307,BILL04307,CUST1550,Dilani Jayasinghe,Female,Matara,k-3001,Dress,Kids,Dresses_and_Sarees,3,904,2712,2024-12-10,17:27:38,Debit Card
9,ORD15069,BILL15069,CUST5384,Ranjith Silva,Male,Negombo,m-2002,Jeans,Men,,2,1435,2870,2025-05-29,23:44:43,Credit Card
4,ORD13295,BILL13295,CUST4755,Ayesha Rajapakse,Female,Gampaha,k-2001,Shorts,Kids,Bottoms,5,1819,9095,2025-03-29,17:25:18,Credit Card
7,ORD25948,BILL25948,CUST9280,Amal Perera,Male,Kalutara,k-2001,Shorts,Kids,Bottoms,1,2584,2584,2022-02-20,19:45:26,Credit Card
9,ORD13608,BILL13608,CUST4879,Tharindu Rajapakse,Female,Jaffna,k-2001,Shorts,Kids,Bottoms,2,4586,9172,2023-08-16,15:40:25,Credit Card
9,ORD10036,BILL10036,CUST3605,Nisha Fernando,Female,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,5,3713,18565,2024-02-05,11:08:01,Credit Card
9,ORD05049,BILL05049,CUST1818,Ayesha Bandara,Female,Galle,w-1005,Kurta,Women,Tops,3,4087,12261,2024-07-30,03:21:41,Debit Card
6,ORD12660,BILL12660,CUST4531,Tharindu Rajapakse,Female,Kandy,w-2006,Skirt,Women,Bottoms,5,4331,21655,2022-05-15,10:25:42,Debit Card
2,ORD22584,BILL22584,CUST8063,Kamal Jayasinghe,Male,Kandy,k-1001,T-shirt,Kids,Tops,3,3928,11784,2023-11-12,23:28:33,Debit Card
2,ORD15005,BILL15005,CUST5364,Bandara Fernando,Male,Polonnaruwa,k-2001,Shorts,Kids,Bottoms,4,2878,11512,2024-05-24,09:52:03,Debit Card
6,ORD08356,BILL08356,CUST3010,Piumi Ranasinghe,Female,Colombo,k-1001,T-shirt,Kids,Tops,5,1104,5520,2023-03-09,09:21:31,Debit Card
9,ORD23176,BILL23176,CUST8273,Sanduni Rajapakse,Female,Gampaha,w-2006,Skirt,Women,Bottoms,4,1553,6212,2022-06-26,18:43:19,Credit Card
10,ORD22114,BILL22114,CUST7894,Lakshmi Jayasinghe,Female,Kalutara,k-2001,Shorts,Kids,Bottoms,3,1734,5202,2024-11-23,03:40:34,Debit Card
8,ORD08325,BILL08325,CUST2996,Nadeesha Gunawardena,Female,Kandy,w-1004,Blouse,Women,,5,3425,17125,2022-02-09,05:48:29,Credit Card
7,ORD11400,BILL11400,CUST4093,Kamal Bandara,Male,Gampaha,k-2001,Shorts,Kids,Bottoms,1,1415,1415,2023-10-11,20:35:07,Credit Card
1,ORD01088,BILL01088,CUST0396,Lakshmi Ranasinghe,Female,Kalutara,k-3001,Dress,Kids,Dresses_and_Sarees,5,3648,18240,2024-07-19,03:19:24,Credit Card
4,ORD20498,BILL20498,CUST7306,Lakshmi Jayasinghe,Female,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,4,2972,11888,2022-12-13,05:35:51,Credit Card
8,ORD05622,BILL05622,CUST2023,Nimal Rajapakse,Male,Galle,m-1002,Shirt,Men,Tops,1,1950,1950,2024-04-06,15:40:01,Debit Card
8,ORD05287,BILL05287,CUST1902,Nadeesha Perera,Female,Galle,w-1005,Kurta,Women,Tops,4,4496,17984,2023-05-10,07:41:52,Debit Card
5,ORD26358,BILL26358,CUST9417,Sanduni Ranasinghe,Female,Polonnaruwa,w-2005,Leggings,Women,Bottoms,5,913,4565,2024-05-01,09:34:49,Debit Card
6,ORD01289,BILL01289,CUST0465,Tharindu Jayasinghe,Female,Kalutara,k-1001,T-shirt,Kids,Tops,1,1963,1963,2024-06-29,06:32:37,Credit Card
2,ORD25159,BILL25159,CUST8983,Ranjith Rajapakse,Male,Ratnapura,m-1002,Shirt,Men,Tops,2,1268,2536,2024-12-09,23:22:02,Credit Card
8,ORD02961,BILL02961,CUST1044,Piumi Ranasinghe,Female,Anuradhapura,w-3002,Dress,Women,Dresses_and_Sarees,2,1967,3934,2023-05-18,04:43:27,Debit Card
7,ORD26455,BILL26455,CUST9452,Sarath Rajapakse,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,4,4249,16996,2025-07-23,01:17:31,Cash
1,ORD04983,BILL04983,CUST1794,Ranjith Bandara,Male,Colombo,m-2004,Trousers,Men,Bottoms,1,4202,4202,2024-10-17,20:02:10,Credit Card
9,ORD00313,BILL00313,CUST0118,Sanduni Gunawardena,Female,Kandy,k-1001,T-shirt,Kids,Tops,2,4109,8218,2022-02-20,18:14:29,Cash
2,ORD05557,BILL05557,CUST1999,Kamal Fernando,Male,Anuradhapura,k-1001,T-shirt,Kids,Tops,4,2993,11972,2023-04-10,03:19:56,Cash
5,ORD27361,BILL27361,CUST9769,Saman Ranasinghe,Male,Colombo,k-3001,Dress,Kids,Dresses_and_Sarees,2,2426,4852,2022-09-14,19:43:51,Credit Card
10,ORD22295,BILL22295,CUST7961,Lakshmi Fernando,Female,Kandy,w-2006,Skirt,Women,Bottoms,4,2763,11052,2023-09-24,06:32:55,Credit Card
2,ORD11934,BILL11934,CUST4277,Lalith Perera,Male,Colombo,k-2001,Shorts,Kids,Bottoms,1,2714,2714,2025-04-27,14:44:10,Debit Card
4,ORD10127,BILL10127,CUST3642,Amal Silva,Male,Gampaha,m-2002,Jeans,Men,,3,3446,10338,2022-07-10,19:11:42,Credit Card
2,ORD20801,BILL20801,CUST7417,Nisha Rajapakse,Female,Polonnaruwa,k-1001,T-shirt,Kids,Tops,5,675,3375,2023-11-17,19:59:34,Credit Card
8,ORD12365,BILL12365,CUST4423,Lalith Jayasinghe,Male,Ratnapura,k-2001,Shorts,Kids,Bottoms,5,1031,5155,2023-10-10,07:12:03,Debit Card
2,ORD18398,BILL18398,CUST6567,Sanduni Bandara,Female,Kalutara,k-1001,T-shirt,Kids,Tops,4,2191,8764,2022-12-31,04:41:28,Credit Card
1,ORD15190,BILL15190,CUST5427,Ranjith Ranasinghe,Male,Matara,k-2001,Shorts,Kids,Bottoms,3,3366,10098,2025-03-01,06:08:01,Credit Card
6,ORD04716,BILL04716,CUST1696,Dilani Rajapakse,Female,Anuradhapura,w-2006,Skirt,Women,Bottoms,3,4284,12852,2023-10-13,02:23:22,Credit Card
4,ORD14655,BILL14655,CUST5233,Kamal Rajapakse,Male,Kandy,m-4001,Jacket,Men,Outerwear,2,2046,4092,2023-01-24,15:10:45,Credit Card
7,ORD02465,BILL02465,CUST0865,Sarath Gunawardena,Male,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,3,2801,8403,2025-04-06,01:22:32,Cash
3,ORD22103,BILL22103,CUST7890,Nisha Silva,Female,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,3,930,2790,2023-07-03,07:05:50,Debit Card
7,ORD24663,BILL24663,CUST8810,Piumi Fernando,Female,Gampaha,w-3002,Dress,Women,Dresses_and_Sarees,1,1559,1559,2023-12-31,09:33:44,Credit Card
10,ORD16642,BILL16642,CUST5952,Bandara Perera,Male,Colombo,m-4001,Jacket,Men,Outerwear,2,520,1040,2024-08-11,23:14:57,Credit Card
3,ORD25582,BILL25582,CUST9136,Dilani Jayasinghe,Female,Jaffna,w-2006,Skirt,Women,Bottoms,4,3658,14632,2024-06-26,07:34:26,Debit Card
2,ORD12377,BILL12377,CUST4427,Lalith Ranasinghe,Male,Negombo,m-1002,Shirt,Men,Tops,1,1199,1199,2023-03-17,05:58:32,Debit Card
10,ORD07407,BILL07407,CUST2667,Kamal Silva,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,1,1374,1374,2022-01-03,03:24:46,Credit Card
1,ORD17428,BILL17428,CUST6226,Nadeesha Perera,Female,Gampaha,k-1001,T-shirt,Kids,Tops,4,3888,15552,2023-04-29,09:38:49,Debit Card
2,ORD23882,BILL23882,CUST8530,Tharindu Fernando,Female,Matara,w-3003,Saree,Women,Dresses_and_Sarees,5,4578,22890,2023-12-04,15:07:35,Debit Card
5,ORD19284,BILL19284,CUST6883,Lalith Silva,Male,Galle,k-1001,T-shirt,Kids,Tops,3,3467,10401,2025-05-18,19:44:31,Debit Card
10,ORD04204,BILL04204,CUST1507,Saman Silva,Male,Kurunegala,m-2004,Trousers,Men,Bottoms,5,3134,15670,2024-10-11,08:38:21,Cash
1,ORD01589,BILL01589,CUST0567,Amal Perera,Male,Colombo,m-4001,Jacket,Men,Outerwear,2,3239,6478,2024-12-10,01:54:57,Debit Card
6,ORD14876,BILL14876,CUST5320,Lakshmi Ranasinghe,Female,Anuradhapura,w-1005,Kurta,Women,Tops,2,4546,9092,2024-10-01,22:09:17,Debit Card
